date,bitcoin_market_cap,total_market_cap,bitcoin_dominance
2013-04-29,1575032004.0,1661441770.0,94.79910957096017
2013-04-30,1501657493.0,1592765051.0,94.27991228569466
2013-05-01,1298951550.0,1378705103.0,94.21532909202557
2013-05-02,1148667722.0,1220763415.0,94.09421251373264
2013-05-03,1011066494.0,1075224202.0,94.03308557595135
2013-05-04,1236351844.0,1316363524.0,93.92176412205113
2013-05-05,1298377788.0,1382120536.0,93.94099531706836
2013-05-06,1315992304.0,1393824485.0,94.4159266939553
2013-05-07,1183766500.0,1254637674.0,94.3512636780585
2013-05-08,1253655040.0,1330986953.0,94.18988196498121
2013-05-09,1258130700.0,1334911702.0,94.24823365583171
2013-05-10,1322989457.0,1395116543.0,94.83003148648062
2013-05-11,1259239352.0,1332012007.0,94.53663671066292
2013-05-12,1278708679.0,1350327204.0,94.69620957143955
2013-05-13,1306721052.0,1377789386.0,94.84185792675281
2013-05-14,1277278988.0,1345650748.0,94.91905606996326
2013-05-15,1273849681.0,1338823587.0,95.14694044600814
2013-05-16,1289277412.0,1353313527.0,95.26819811356249
2013-05-17,1374605382.0,1443958629.0,95.19700595244686
2013-05-18,1383755085.0,1455779820.0,95.05249804877774
2013-05-19,1346499262.0,1417905572.0,94.96395871417029
2013-05-20,1370131821.0,1441122694.0,95.07391887619528
2013-05-21,1374154118.0,1443607754.0,95.1888845285324
2013-05-22,1375791900.0,1445715359.0,95.16340069539235
2013-05-23,1407041528.0,1478020525.0,95.19769882762623
2013-05-24,1474180657.0,1545112414.0,95.4092817870532
2013-05-25,1464316690.0,1533661573.0,95.47847555022493
2013-05-26,1507769010.0,1580501022.0,95.39816735404806
2013-05-27,1445444606.0,1515097522.0,95.40274371856573
2013-05-28,1448115967.0,1517015783.0,95.45820045037725
2013-05-29,1481781795.0,1494663310.0,99.13816610645243
2013-05-30,1429308634.0,1496904749.0,95.48427412999008
2013-05-31,1436386730.0,1501246629.0,95.67959735948223
2013-06-01,1449499974.0,1513483050.0,95.77246167375314
2013-06-02,1362684200.0,1425253662.0,95.60994202869131
2013-06-03,1361765704.0,1421300914.0,95.81121707489453
2013-06-05,1364113640.0,1428937992.0,95.46345941091053
2013-06-06,1369233814.0,1431055975.0,95.67996206437697
2013-06-07,1339234925.0,1399369412.0,95.70274392992091
2013-06-08,1239395972.0,1295759699.0,95.65014045092632
2013-06-09,1220874393.0,1276440352.0,95.64680332199337
2013-06-10,1123844958.0,1175742721.0,95.58595923469893
2013-06-11,1194605341.0,1249480387.0,95.6081706787127
2013-06-12,1227904672.0,1281020351.0,95.85364284349296
2013-06-13,1222819750.0,1274880850.0,95.91639485368377
2013-06-14,1159766150.0,1209926438.0,95.85426961304238
2013-06-15,1110902570.0,1157471483.0,95.97666865370195
2013-06-16,1129287060.0,1175106991.0,96.10078645170786
2013-06-17,1134610433.0,1181799762.0,96.00699454194
2013-06-18,1152834600.0,1203069155.0,95.8244665494728
2013-06-19,1204638318.0,1255047714.0,95.98346776479607
2013-06-20,1220273470.0,1272106014.0,95.9254540557498
2013-06-21,1254733148.0,1307192102.0,95.98689787677435
2013-06-22,1233750009.0,1295399444.0,95.24089381962094
2013-06-23,1214260369.0,1280858025.0,94.80054348724559
2013-06-24,1223181000.0,1288678379.0,94.91747669027976
2013-06-25,1160635652.0,1223713187.0,94.84539876908265
2013-06-26,1175194910.0,1236186084.0,95.06618179985918
2013-06-27,1172207388.0,1235489718.0,94.87795575486933
2013-06-28,1130338737.0,1194934899.0,94.59416893304746
2013-06-29,1058953327.0,1121179078.0,94.44997215690107
2013-06-30,1082693996.0,1144211142.0,94.6236193878979
2013-07-01,1107084792.0,1173606025.0,94.3318940442556
2013-07-02,1016445146.0,1081520862.0,93.98294399243868
2013-07-03,1031653673.0,1094150829.0,94.28806757317733
